comment_id,author_name,author_channel_url,comment_text,like_count,published_at,updated_at
UgxmgSPk041uPTq4WVZ4AaABAg,@izzatiputri868,http://www.youtube.com/@izzatiputri868,"Kadang kesian sama yg hidupnya harus nurutin gengsi terus, bukan berarti gw mampu beli yg asli, tapi menurut gw ga akan ada habisnya kalo ikutin gengsi mah, ckckck kesiannn",3,2022-02-17T15:22:29Z,2022-02-17T15:22:29Z
UgxhZnRLtIseA0CcU2F4AaABAg,@gwsmlovers4366,http://www.youtube.com/@gwsmlovers4366,Maaf bang telat 3 tahun,0,2022-02-17T07:55:47Z,2022-02-17T07:55:47Z
UgySEslbcrdFIEMoEzd4AaABAg,@muhammadsyahdanridhani3645,http://www.youtube.com/@muhammadsyahdanridhani3645,"Sorry bang telat 3 tahun , tiba tiba muncul di beranda",0,2022-02-17T07:51:00Z,2022-02-17T07:51:00Z
Ugw1zZEAaFW-LQZskrp4AaABAg,@lightdarc4446,http://www.youtube.com/@lightdarc4446,2022 tiba² muncul d branda,1,2022-02-14T18:01:03Z,2022-02-14T18:01:03Z
UgyQfSM3PRavGg5grXJ4AaABAg,@jhonkanedy1588,http://www.youtube.com/@jhonkanedy1588,Ohh begito ya ya ya ya ya ....,0,2022-02-13T14:49:19Z,2022-02-13T14:49:19Z
UgwpGbZ3Gvqb2XdgCrh4AaABAg,@Hanip-yc2yx,http://www.youtube.com/@Hanip-yc2yx,kepala chargernya buat saya aja bang yang ori dari pada ga kepake atauga saya ganti duit aja,1,2022-02-13T08:36:02Z,2022-02-13T08:36:02Z
UgyZZ8qieqMjRxLjU_d4AaABAg,@fiqaiman8684,http://www.youtube.com/@fiqaiman8684,3 years ago heh,1,2022-02-13T04:01:37Z,2022-02-13T04:01:37Z
UgxLMhMyF7xbQo3-s_R4AaABAg,@fhriygy1841,http://www.youtube.com/@fhriygy1841,Maaf bg telat 3 tahun😁,0,2022-02-12T16:37:20Z,2022-02-12T16:37:20Z
UgyjUmEFd6WwQlwJ4PB4AaABAg,@fauzyasin8513,http://www.youtube.com/@fauzyasin8513,Telat 3 tahun,0,2022-02-12T13:20:46Z,2022-02-12T13:20:46Z
UgwX1_yPxI-mt7DwPvd4AaABAg,@narasiila2360,http://www.youtube.com/@narasiila2360,"Nonton nya di 2022 dimana IP XS sekarang ada nya banyak yg second, meskipun ori tapi yaa udh pernah dipake sama orang lain.. + sekarang harga nya cuma 5-6 juta an hehee (second) 😂",2,2022-02-11T13:54:43Z,2022-02-11T13:54:43Z
UgwX1_yPxI-mt7DwPvd4AaABAg.9YJEAgN4uAi9bRy8jThg06,@nadianur5489,http://www.youtube.com/@nadianur5489,Hehe sama 😄,0,2022-05-25T09:24:38Z,2022-05-25T09:24:38Z
UgzZqsm7xlHHL3NKWjJ4AaABAg,@ytustatzoyen8701,http://www.youtube.com/@ytustatzoyen8701,Sorry bg telat 3 tahun tiba² muncul di beranda 😂😂,0,2022-02-11T04:20:41Z,2022-02-11T04:20:41Z
UgwTkqsW6godJfEwT3x4AaABAg,@hamdansukri1449,http://www.youtube.com/@hamdansukri1449,Telat 3 tahun bg,0,2022-02-10T04:37:08Z,2022-02-10T04:37:08Z
UgxhQuy7TcxKzSLYPMd4AaABAg,@hamdansukri1449,http://www.youtube.com/@hamdansukri1449,Telat 3 tahun bg,0,2022-02-10T04:36:50Z,2022-02-10T04:36:50Z
UgzYI5iT0JF4vwBUwPV4AaABAg,@votcaviter260,http://www.youtube.com/@votcaviter260,Telat 3 tahun dong,0,2022-02-09T16:14:34Z,2022-02-09T16:14:34Z
UgwatzDw2UM41xuXTll4AaABAg,@kamalmuhammad2695,http://www.youtube.com/@kamalmuhammad2695,susah banget bedain di thumbnail bang wkwk,0,2022-02-09T06:36:48Z,2022-02-09T06:36:48Z
Ugwc5qkvS5FFko_vhol4AaABAg,@Smile_fun17,http://www.youtube.com/@Smile_fun17,Udaah 3 tahun ni baru liat,0,2022-02-09T04:18:40Z,2022-02-09T04:18:40Z
UgyHPp_mCz5L_FA8XeB4AaABAg,@sorayakartika6445,http://www.youtube.com/@sorayakartika6445,bang maaf ya aku sdh telat 3tahun soalnya baru lewat 😀,0,2022-02-06T22:38:06Z,2022-02-06T22:38:06Z
UgwcH0_BVlGdFCEAs2t4AaABAg,@pudidic5490,http://www.youtube.com/@pudidic5490,"Tiba-tiba muncul di beranda
Mana telat tiga tahun

Helo min klo lu bales keren sih


Oh yah selamat hari raya idul fitri 1551",1,2022-02-06T08:39:25Z,2022-02-06T08:39:25Z
UgwYgO_ADK5PCip1qTJ4AaABAg,@mikeytokyorevengers4624,http://www.youtube.com/@mikeytokyorevengers4624,Sekarang masih ada yg nonton kah?,0,2022-02-05T09:38:18Z,2022-02-05T09:38:18Z
UgznPIufA14GOx19J114AaABAg,@Syahrul-g7k,http://www.youtube.com/@Syahrul-g7k,3 tahun Banh,0,2022-02-04T08:12:56Z,2022-02-04T08:12:56Z
UgzSwOk130DE5aelG3Z4AaABAg,@ifan909p2,http://www.youtube.com/@ifan909p2,sekarang harga nya 5jutaan semua orng bisa beli wkwk🤣,2,2022-02-03T14:53:34Z,2022-02-03T14:53:34Z
Ugy8ENnihnoiQFlQFzp4AaABAg,@sasaputri1378,http://www.youtube.com/@sasaputri1378,Sory bang telat 3 thn😁,0,2022-02-03T05:52:37Z,2022-02-03T05:52:37Z
Ugzm4twKMpKWgviNtCZ4AaABAg,@musisikamarmandi9281,http://www.youtube.com/@musisikamarmandi9281,Sorry bang telat 3 tahuunn,0,2022-02-02T17:35:22Z,2022-02-02T17:35:22Z
Ugz0ZCytOjWB46WOTs14AaABAg,@daniszakaria6812,http://www.youtube.com/@daniszakaria6812,Dya mahal pd masanya,0,2022-02-02T15:13:39Z,2022-02-02T15:13:39Z
UgxFNNuoy2bVax0AyS54AaABAg,@irzanandrianto7080,http://www.youtube.com/@irzanandrianto7080,Sorry bg telat 3 tahun,0,2022-01-29T09:48:08Z,2022-01-29T09:48:08Z
UgzD9783QbiSR-K9Kv54AaABAg,@gederyantara4813,http://www.youtube.com/@gederyantara4813,Cobak tes game,0,2022-01-29T05:25:44Z,2022-01-29T05:25:44Z
UgzKxbS6Ttgj6cYFPbV4AaABAg,@alkaalka2228,http://www.youtube.com/@alkaalka2228,Mohon maaf cuma telat 3 tahun bang🤣,0,2022-01-29T03:41:53Z,2022-01-29T03:41:53Z
UgztnEw3TRBSdkGAcrF4AaABAg,@tgkzuefadli5136,http://www.youtube.com/@tgkzuefadli5136,Kepanjangan dari HDC apa sih Bg DAVID?,0,2022-01-28T16:56:00Z,2022-01-28T16:56:00Z
UgyBt_i3x4NOBzO-d2h4AaABAg,@khoirulumam3277,http://www.youtube.com/@khoirulumam3277,Siapa yang nonton THN 2022?,0,2022-01-27T15:05:19Z,2022-01-27T15:05:19Z
UgyV5xocuncihOfDKJF4AaABAg,@fahdafarah5532,http://www.youtube.com/@fahdafarah5532,team nonton taun 2022🙏,0,2022-01-25T17:55:59Z,2022-01-25T17:55:59Z
Ugz4KOtJ658_JpT9heh4AaABAg,@isroulasrofi4591,http://www.youtube.com/@isroulasrofi4591,Baru nonton...,0,2022-01-24T11:25:01Z,2022-01-24T11:25:01Z
UgwQkOmp1gCDJseK8k94AaABAg,@yizu_off5034,http://www.youtube.com/@yizu_off5034,Gg ga tuh 2 tahun,1,2022-01-18T13:00:36Z,2022-01-18T13:00:36Z
Ugytz-AWXzpeYOiXKPx4AaABAg,@netianjani5922,http://www.youtube.com/@netianjani5922,Pelangi yang ngga indah 😂😂,0,2022-01-17T10:42:19Z,2022-01-17T10:42:19Z
Ugx2CaDzyi3YDavPiwB4AaABAg,@rafifsp8082,http://www.youtube.com/@rafifsp8082,2022,0,2022-01-16T06:19:14Z,2022-01-16T06:19:14Z
Ugx6lUznz7Fsq8UGdWZ4AaABAg,@lav4fxz,http://www.youtube.com/@lav4fxz,yang sekarang udh jadi 5 jutaan,0,2022-01-14T00:46:36Z,2022-01-14T00:46:36Z
Ugxrd4y63ALD95-GMlB4AaABAg,@muhabil9910,http://www.youtube.com/@muhabil9910,Kaka Ada iPhone Xr,1,2022-01-13T07:51:00Z,2022-01-13T07:51:00Z
UgxlROJga1QaMqkWidN4AaABAg,@unfortunetrilogy2504,http://www.youtube.com/@unfortunetrilogy2504,Selain cocok buat gengsi²an hp ini menurut gw jga cocok buat orang yang suka sama tampilan uinya  tapi ngga suka sama os nya karena berbasis close source alias nggak bisa install aplikasi diluar AppStore (Kecuali harus di jailbreak) dengan catatan anda bukan tipe orang yang doyan ngegame karena udah jelas processor nya nggak cocok buat para gamers,1,2022-01-12T15:46:24Z,2022-01-12T15:46:24Z
UgwihEJ5qHlswBnh0tJ4AaABAg,@mbuhlah2940,http://www.youtube.com/@mbuhlah2940,Sorry bang telat 2 tahun 9 bulan baru nongol soalnya 😂,0,2022-01-12T15:23:36Z,2022-01-12T15:23:36Z
UgwmwGJpOqCZMrkyjuJ4AaABAg,@pipin.6985,http://www.youtube.com/@pipin.6985,Hallo saiya dari masa depan🗿,0,2022-01-12T11:42:17Z,2022-01-12T11:42:17Z
Ugzy_-MELcTVPuQzFrV4AaABAg,@antonipudipudi5079,http://www.youtube.com/@antonipudipudi5079,Yang hadir di 2022 mana,0,2022-01-09T21:50:25Z,2022-01-09T21:50:25Z
UgzlEADP5g4VJvD5suV4AaABAg,@thudaaz,http://www.youtube.com/@thudaaz,Bjir telat 2 taun🗿,2,2022-01-09T03:24:00Z,2022-01-09T03:24:00Z
Ugz9C8IE7WN5fOEGumx4AaABAg,@shofiatulhilwa9120,http://www.youtube.com/@shofiatulhilwa9120,"""pelangi pelangi alangkah gak indahnya"" 😭😭",1,2022-01-06T03:26:02Z,2022-01-06T03:26:02Z
UgycHQwflbl6_ewYlT54AaABAg,@ikhsangaming2106,http://www.youtube.com/@ikhsangaming2106,.,0,2022-01-06T02:56:35Z,2022-01-06T02:56:35Z
UgxtkeNYdECqRzMF3kJ4AaABAg,@nabiljanuar,http://www.youtube.com/@nabiljanuar,Animasi baki aplikasi di iPhone XS KW geraknya lumayan cepet. Kayak iPhone jaman dulu.,0,2022-01-05T06:18:11Z,2022-01-05T06:18:11Z
UgzbIkuZwHvDA-9ZFaJ4AaABAg,@Sandibabang64,http://www.youtube.com/@Sandibabang64,Tapikan pasti kalo udah buka harus bayar bang,0,2022-01-03T15:23:34Z,2022-01-03T15:23:34Z
Ugwmy7YKCBvdJ3-viGl4AaABAg,@_theo_kennethchannel_,http://www.youtube.com/@_theo_kennethchannel_,Iphone👍,0,2022-01-03T00:20:36Z,2022-01-03T00:20:36Z
UgzxEwecuwo1byBSlv54AaABAg,@riayanrian3073,http://www.youtube.com/@riayanrian3073,Dimana beli iphone hd bang,1,2022-01-02T06:39:34Z,2022-01-02T06:39:34Z
UgxKqrNbTO6wHR1VTu94AaABAg,@selviputrisari2204,http://www.youtube.com/@selviputrisari2204,Bang minta iPhone nya dong 1😂😂😂,0,2022-01-01T23:06:25Z,2022-01-01T23:06:25Z
UgygCyfV1SKzWCCUsc54AaABAg,@galihhadiwinata4519,http://www.youtube.com/@galihhadiwinata4519,Udh 2 thun tpi baru msuk beranda,0,2021-12-31T15:57:35Z,2021-12-31T15:57:35Z
UgxgkDtNh8B8M6n5Y6d4AaABAg,@hironimusnimus8144,http://www.youtube.com/@hironimusnimus8144,Sory bang telat....abis bakar² buat tahun baru😁,1,2021-12-31T14:31:04Z,2021-12-31T14:31:04Z
UgzqIbhxc5uup2ph0r94AaABAg,@rezarahmad,http://www.youtube.com/@rezarahmad,"ga suka hdc 1 bulan rusak...ram 2, storage 16",1,2021-12-31T00:20:00Z,2021-12-31T00:20:00Z
UgwZoVE1m1z9c8MNY-V4AaABAg,@kaknaay933,http://www.youtube.com/@kaknaay933,Jual kahh gann,0,2021-12-28T06:21:30Z,2021-12-28T06:21:30Z
UgwMsG2skcdWV8ZXHFZ4AaABAg,@shandyfzn2952,http://www.youtube.com/@shandyfzn2952,Jir 23 juta skrng mah 5 6 jutaan😂,2,2021-12-26T03:08:41Z,2021-12-26T03:08:41Z
UgxyT0_2428ArueP1_B4AaABAg,@Dafa25Sanj,http://www.youtube.com/@Dafa25Sanj,2022 hadir,0,2021-12-23T07:14:34Z,2021-12-23T07:14:34Z
Ugxd29V18FdOEm_NRLp4AaABAg,@jembutdaffa853,http://www.youtube.com/@jembutdaffa853,P,0,2021-12-17T07:36:18Z,2021-12-17T07:36:18Z
Ugyv2u2DYuju7Rv6lPF4AaABAg,@rakhaizdihar5280,http://www.youtube.com/@rakhaizdihar5280,Telar 2tahun gegara muncul di beranda,0,2021-12-16T06:52:29Z,2021-12-16T06:52:29Z
Ugw4DEjZblOPjYP4nhR4AaABAg,@NETSPHER3,http://www.youtube.com/@NETSPHER3,Eh muncul tiba tiba di beranda after 2 tahun,0,2021-12-15T11:11:15Z,2021-12-15T11:11:15Z
UgzR90aQwkvIHcBxEG94AaABAg,@roryfas9987,http://www.youtube.com/@roryfas9987,Bang nama toko iPhone Ten x hdcny ap bang,0,2021-12-12T14:11:03Z,2021-12-12T14:11:03Z
UgxL9Z7okBrq2RjxLUp4AaABAg,@shafailyasoficial8068,http://www.youtube.com/@shafailyasoficial8068,Yang nonton akhir 2021 😂,0,2021-12-08T15:09:39Z,2021-12-08T15:09:39Z
Ugw3aipNrV_9PTO-5hN4AaABAg,@faiqgr1403,http://www.youtube.com/@faiqgr1403,Pernah liat di 2019 Oktober kalau gak salah dan kembali lagi di beranda sudah 2021,0,2021-12-03T23:15:27Z,2021-12-03T23:15:27Z
UgwLuo3QKJPENa_UH2x4AaABAg,@ashari9692,http://www.youtube.com/@ashari9692,njiir baru liat di des 2021,0,2021-12-02T14:14:17Z,2021-12-02T14:14:17Z
UgzUjDR7V0qKa7aw6sh4AaABAg,@Bocah_Alok,http://www.youtube.com/@Bocah_Alok,Jir 2 thn lalu bentar lagi 3 thn,1,2021-12-01T11:48:58Z,2021-12-01T11:48:58Z
UgwESOWa4JmNKZw4zSx4AaABAg,@geovan3049,http://www.youtube.com/@geovan3049,"Uda terlanjur beli yg 1,8jt bg soal nya Bru lwt fyp 😭😭",1,2021-11-30T13:55:31Z,2021-11-30T13:55:31Z
UgwzsFGmXorFzjRG-A14AaABAg,@mlfchannel134,http://www.youtube.com/@mlfchannel134,"Nonton video nya juga senang bang, 👍",0,2021-11-30T11:06:25Z,2021-11-30T11:06:25Z
UgxHiv0lXjHORJAwkj94AaABAg,@kae1512,http://www.youtube.com/@kae1512,"Gpp typo ""hapre"" : hape replika",0,2021-11-28T15:08:05Z,2021-11-28T15:08:05Z
UgzM80b3olHS_cBNsBh4AaABAg,@anp6301,http://www.youtube.com/@anp6301,Beli stiker HDC nya di mana ya?,0,2021-11-28T04:17:11Z,2021-11-28T04:17:11Z
UgyRz8p0mA4cqVTXQnd4AaABAg,@baksoberanak4640,http://www.youtube.com/@baksoberanak4640,Ternyata emang ada ya orang2 yg rela keluarin uang sampai hampir 2 jt beli Hp replika hnya utk gengsi dan gaya doank.,0,2021-11-24T09:17:28Z,2021-11-24T09:17:28Z
Ugzd89GML5W8Mu1Dn_p4AaABAg,@vicenzyyleonarzo42,http://www.youtube.com/@vicenzyyleonarzo42,Btw itu hp apa yang 1.5 jt,0,2021-11-23T16:30:01Z,2021-11-23T16:30:01Z
UgxNT-l_auXOFVW-2114AaABAg,@faizalpratama8130,http://www.youtube.com/@faizalpratama8130,alhamdulillah udah pake Xs di tahun 2020 dan sampai sekarang masih bisa di pake 😄,2,2021-11-22T16:47:24Z,2021-11-22T16:47:24Z
UgxNT-l_auXOFVW-2114AaABAg.9V2yYYQUkEz9V547NI3-f8,@rakajawa43,http://www.youtube.com/@rakajawa43,Lu beli di sini?🙏,0,2021-11-23T12:23:20Z,2021-11-23T12:23:20Z
UgyA7Z70J-x-jv1nb814AaABAg,@agates2581,http://www.youtube.com/@agates2581,9:57 baru sadar klo video ini 1 tahun yg lalu,0,2021-11-22T16:23:43Z,2021-11-22T16:23:43Z
UgyT1ovJFpkECexaKex4AaABAg,@PanduJump,http://www.youtube.com/@PanduJump,Ip ku ip se. Iphone tua. Tapi ori membuatku bangga. Di zamanya dulu harganya luarbiasa waluapun tua. Drpd jaman skrg bnyk yg pakai 9 / x / 11 pro max. Tp layarnya sama hp infinix malah mirip 😪😪 padahal ip layarnya sangat jernih karena ponsel ini tipis jadi lcd yg dipakai beda dengan model di asia,0,2021-11-22T03:57:55Z,2021-11-22T03:57:55Z
UgzUCuYcQ7R0forttU14AaABAg,@indrafirmansyah2405,http://www.youtube.com/@indrafirmansyah2405,"Maaf ka David, kalo kata saya kalo gambar planet itu emang berbeda-beda, soalnya liat di e-commerce ori di ulasan, boxnya berbeda",0,2021-11-20T06:49:10Z,2021-11-20T06:49:10Z
UgzqKh7IxqhosL4Fz8Z4AaABAg,@NEVERGIVEUP-sv6jt,http://www.youtube.com/@NEVERGIVEUP-sv6jt,bagi hp IP satu bang😞🗿,0,2021-11-19T05:47:16Z,2021-11-19T05:47:16Z
UgzDplVWi7W5rjR4Rpp4AaABAg,@XLyChan,http://www.youtube.com/@XLyChan,Knpa ini bnyk video lama pada muncul lagi?,0,2021-11-18T16:15:42Z,2021-11-18T16:15:42Z
Ugyo5xP5puv024gG4hx4AaABAg,@ohinipuspa1807,http://www.youtube.com/@ohinipuspa1807,"Waktu nnntin doi gue beli reamle, skrg nntn karna mau beli iPhone xr",0,2021-11-18T15:12:28Z,2021-11-18T15:12:28Z
Ugx7yWKY6uDa-gFgS-l4AaABAg,@kunfayakun9136,http://www.youtube.com/@kunfayakun9136,iPhone apa tu,0,2021-11-18T03:18:33Z,2021-11-18T03:18:33Z
UgyCCAUVU8GBjHj-UAp4AaABAg,@raidan2275,http://www.youtube.com/@raidan2275,Telat 2 tahun banh,0,2021-11-17T06:26:14Z,2021-11-17T06:26:14Z
UgzIxhi0PsFuip0f9454AaABAg,@satandroid2197,http://www.youtube.com/@satandroid2197,https://youtu.be/i_V8vwvxdmU,0,2021-11-17T05:51:54Z,2021-11-17T05:51:54Z
UgzAXWAu50xG8lhlgSd4AaABAg,@iqbaladitya5873,http://www.youtube.com/@iqbaladitya5873,GADGETIN NGENTODDDD,0,2021-11-17T05:16:14Z,2021-11-17T05:16:14Z
UgzUBXqcC3oG_DNXWLN4AaABAg,@basennabasenna3926,http://www.youtube.com/@basennabasenna3926,"Kalau punya gua 3jt
Tapi gua belinya seken",0,2021-11-16T09:10:49Z,2021-11-16T09:22:08Z
UgyZ0ykkxylh-JuaMpR4AaABAg,@setiawanap1481,http://www.youtube.com/@setiawanap1481,Saran bang ipone xs max di apa masih bagus di beli 2021 atau pilih ipone yg lebih tinggi dana cuma 9jt an,0,2021-11-15T14:41:36Z,2021-11-15T14:41:36Z
UgyZ0ykkxylh-JuaMpR4AaABAg.9Ulia1DAnCO9WLTarC3LI7,@f1064,http://www.youtube.com/@f1064,beli 11 aj bang,0,2021-12-24T17:45:11Z,2021-12-24T17:45:11Z
UgyZ0ykkxylh-JuaMpR4AaABAg.9Ulia1DAnCO9WLThecLNla,@f1064,http://www.youtube.com/@f1064,"pas kpn itu ge nemu di fb ada orang jual ip12 pro cuman 10jt karena BU, ku tawarin tt sama 11 ku mau nambah brp juga mau tp dianya gamau krn maunya cmn cash",0,2021-12-24T17:46:07Z,2021-12-24T17:46:07Z
UgyhNAwu-XfoYAsL84x4AaABAg,@neriapriliya,http://www.youtube.com/@neriapriliya,Barang yg direview gak djual lgi kak😆,0,2021-11-15T08:46:46Z,2021-11-15T08:46:46Z
UgzEVJf2vPIAwZnsv5R4AaABAg,@kocanruslan1512,http://www.youtube.com/@kocanruslan1512,Kotak yg asli juga sedikit agk kuning yg hds terlalu putih,0,2021-11-15T06:38:48Z,2021-11-15T06:38:48Z
UgwdybXqqkGS8W1zXkJ4AaABAg,@ryootalla3136,http://www.youtube.com/@ryootalla3136,Memulai Android bjirr 🤣🤣,0,2021-11-15T03:14:33Z,2021-11-15T03:14:33Z
UgyW4H0Vo80oKnJrYMp4AaABAg,@kholidcoy0781,http://www.youtube.com/@kholidcoy0781,Ram romnya ngekik parah tuh 🤣,0,2021-11-15T01:49:32Z,2021-11-15T01:49:32Z
UgwjP5atTBCi29GLz8l4AaABAg,@sandiramdaniofficial6748,http://www.youtube.com/@sandiramdaniofficial6748,Masih ada gak yang murce nya,0,2021-11-12T10:30:22Z,2021-11-12T10:30:22Z
UgyhqqhEAWweFGwBoAF4AaABAg,@kusmadintuy2420,http://www.youtube.com/@kusmadintuy2420,bang iphone hdcnya buat sy aja buat anak bljr😆,0,2021-11-11T09:28:42Z,2021-11-11T09:28:42Z
UgxJ4y6-8-XceUVMxm54AaABAg,@Doddychannel_AllvlogOfficial,http://www.youtube.com/@Doddychannel_AllvlogOfficial,Bang gimana cari hp iphone murah seharga ratusan bang,0,2021-11-11T09:09:34Z,2021-11-11T09:09:34Z
UgxGQsFSdnjsQ98eSR54AaABAg,@kentanggoreng6408,http://www.youtube.com/@kentanggoreng6408,Bisa main game ml atau pubg gak bang? Bales dong heheh buat hp kedua,0,2021-11-11T03:01:25Z,2021-11-11T03:02:21Z
Ugy4g5zqbvyBZeZ-zxF4AaABAg,@rezz5926,http://www.youtube.com/@rezz5926,P,0,2021-11-09T13:32:10Z,2021-11-09T13:32:10Z
UgyFIO6N_wlYxp5XAmp4AaABAg,@S-FULFR,http://www.youtube.com/@S-FULFR,Aku dapet iPhone 11 dari misteribox  dan setelah saya liat video ini ternyata ini iPhone asli wkwk,0,2021-11-09T10:46:55Z,2021-11-09T10:46:55Z
Ugxstq-X_SxgeWKJZXR4AaABAg,@davinanathania4558,http://www.youtube.com/@davinanathania4558,salfok sama mousepad paramore riot lmao,0,2021-11-08T08:51:09Z,2021-11-08T08:51:09Z
UgwcFPwyNT_KH_eyBsZ4AaABAg,@fahrulazmi5303,http://www.youtube.com/@fahrulazmi5303,2 tahun baru nonton,0,2021-11-07T16:39:42Z,2021-11-07T16:39:42Z
UgzKJ6KuidIUrof0ImZ4AaABAg,@xaxaxaaxaxax1246,http://www.youtube.com/@xaxaxaaxaxax1246,Paramore boy?. Riot?,1,2021-11-05T15:15:28Z,2021-11-05T15:19:26Z
Ugxl5LI2-vVCGW2Zy1t4AaABAg,@adickadick1675,http://www.youtube.com/@adickadick1675,Anjir muncul diberanda telat 2tahun 7bulan,0,2021-11-05T12:00:10Z,2021-11-05T12:00:10Z
UgzioRn1OiXVAWNaXTZ4AaABAg,@typojj5595,http://www.youtube.com/@typojj5595,Memulai android 😂,0,2021-11-05T06:24:30Z,2021-11-05T06:24:30Z
UgzioRn1OiXVAWNaXTZ4AaABAg.9UM4kTSiCaR9USBmErAtet,@erlanggahanandaputra2022,http://www.youtube.com/@erlanggahanandaputra2022,😭,0,2021-11-07T15:21:21Z,2021-11-07T15:21:21Z
UgzT1XM6Ty_dpz-qSnl4AaABAg,@mhmd_almimhmd_almi7727,http://www.youtube.com/@mhmd_almimhmd_almi7727,Bang konten nya bermanfaat banget mkasih ya bang saya do'ain semoga makin maju trus chanel nya......saya pengen banget hp ipon 6s,1,2021-11-05T02:00:33Z,2021-11-05T02:01:14Z
Ugy8Rm09Dzz_Nugd0zx4AaABAg,@pito8591,http://www.youtube.com/@pito8591,Jir ada vpn kelinci ngapain bg,0,2021-11-01T04:07:13Z,2021-11-01T04:07:13Z
UgybByBF5UqsGL5bJlN4AaABAg,@toyag528,http://www.youtube.com/@toyag528,Yg nonton 2021 kita satu server,0,2021-10-29T22:16:09Z,2021-10-29T22:16:09Z
Ugzygviq_N3tBzCNwHp4AaABAg,@fahriwibawa9669,http://www.youtube.com/@fahriwibawa9669,Bang beli hp iPhone palsunya di mana  lumayan buat gaya tapi dompet .....,0,2021-10-29T12:07:34Z,2021-10-29T12:07:34Z
UgwVkSGI4ISUnJtOQSh4AaABAg,@iluuuul,http://www.youtube.com/@iluuuul,Tunggu dulu ferguso 😂,0,2021-10-27T16:03:05Z,2021-10-27T16:03:05Z
UgwJ2EKTD7NKgjtALzF4AaABAg,@agilardiansyah,http://www.youtube.com/@agilardiansyah,2 tahun yg lalu gua sudah nonton ini woi. Kok muncul lgi ??🤣,1,2021-10-26T20:35:54Z,2021-10-26T20:35:54Z
Ugxmi-qeG0ImD1qZQHd4AaABAg,@chocoaditganteng5172,http://www.youtube.com/@chocoaditganteng5172,Tapi skrg udh murah anjrrr,0,2021-10-26T07:38:33Z,2021-10-26T07:38:33Z
UgwBMu8aAS2qylQO01p4AaABAg,@navidnavid9527,http://www.youtube.com/@navidnavid9527,boleh jg lah hp replikanya buat gaya gayaan bang hahaha 😃. beli dimana sih bang ...,1,2021-10-24T10:02:13Z,2021-10-24T10:02:13Z
UgwgrMDRh4I-ftYqPfp4AaABAg,@RafelAlva,http://www.youtube.com/@RafelAlva,"bang itu blm dicoba appstorenya betul betul bisa di askes apa enggak, trus cloudnya, akun dll",0,2021-10-24T06:50:38Z,2021-10-24T06:50:38Z
UgxpwkPLRl6aMMXn_114AaABAg,@mqsalim4293,http://www.youtube.com/@mqsalim4293,Hahahaha memulai android,0,2021-10-24T00:50:53Z,2021-10-24T00:50:53Z
UgzinyPo_5tJvfU5UM54AaABAg,@siskagunawan7233,http://www.youtube.com/@siskagunawan7233,Give away dong hpnya kebanyakan,0,2021-10-23T06:03:08Z,2021-10-23T06:03:08Z
UgznpFE1hWQEflvFmUJ4AaABAg,@gocrepgocep8945,http://www.youtube.com/@gocrepgocep8945,Jual aja sama saya bang,0,2021-10-22T15:45:36Z,2021-10-22T15:45:36Z
UgwM1nfEw70ZKYHqvSx4AaABAg,@mpokismi,http://www.youtube.com/@mpokismi,Kalo iPhone second rasa baru itu gimana bro? Yang banyak di pasaran sekarang. Review dong plis,0,2021-10-20T06:56:59Z,2021-10-20T06:56:59Z
UgxT-U10g2gCRtK2Jgx4AaABAg,@septialatifa1436,http://www.youtube.com/@septialatifa1436,Belinya dimana. Pengen bgt walopun hdc,0,2021-10-18T13:41:57Z,2021-10-18T13:41:57Z
UgxT-U10g2gCRtK2Jgx4AaABAg.9TdWViodllj9USBpJyCZ-y,@erlanggahanandaputra2022,http://www.youtube.com/@erlanggahanandaputra2022,Di sope banyak,0,2021-11-07T15:21:46Z,2021-11-07T15:21:46Z
Ugy-XquVneJGfX1cYyh4AaABAg,@mrifailasaputra538,http://www.youtube.com/@mrifailasaputra538,Sama bang gua telat 2 tahun. Prematur ga ya,0,2021-10-17T19:35:33Z,2021-10-17T19:35:33Z
UgwCY8xb13hICiNvJ1V4AaABAg,@Fredi_Borneo,http://www.youtube.com/@Fredi_Borneo,Elu bilang 2/3 juta itu murah bg.. bagi saya org yang ngak ada apa² 2/3 itu sangat berharga😢🙏,0,2021-10-17T17:38:21Z,2021-10-17T17:38:21Z
UgyZScffiSEJ3RFW1MB4AaABAg,@dhars8353,http://www.youtube.com/@dhars8353,review ram sama penyimpanannya bg,0,2021-10-17T12:12:36Z,2021-10-17T12:12:36Z
UgxuymLqnHFESjin87Z4AaABAg,@usupart4747,http://www.youtube.com/@usupart4747,Telat 3 taon,0,2021-10-17T06:16:29Z,2021-10-17T06:16:29Z
UgyBteBO0Ckv3OEk-g94AaABAg,@edorizky3793,http://www.youtube.com/@edorizky3793,Bocil alay bilek: maap bang telat 2 tahun,0,2021-10-14T09:18:09Z,2021-10-14T09:18:09Z
Ugwr5-8kZnNBmjdlghN4AaABAg,@user-kc2qo5mf9l,http://www.youtube.com/@user-kc2qo5mf9l,Giveaway ga sih bang David baru gabung ytb ni,0,2021-10-12T14:49:51Z,2021-10-12T14:49:51Z
